psiR psiI
0.03125000000000019 -1.0495077029659683e-16
0.03124999999999961 -3.361026734705064e-17
0.031250000000000146 3.122502256758253e-17
0.03124999999999971 1.5027042110649091e-16
0.031249999999999795 8.592302216947623e-18
0.031250000000000645 8.40473524110763e-16
0.031249999999999833 7.546047120499111e-17
0.031250000000000173 2.5153490401663703e-17
0.0312500000000001 -4.666406150377611e-16
0.031249999999999455 1.7996866678664757e-16
0.03125000000000008 -3.46077333457373e-16
0.03124999999999945 1.9808373691310166e-16
0.03124999999999984 5.418707159176925e-17
0.03125000000000011 9.540979117872439e-17
0.0312499999999998 -2.2811613709095013e-16
0.031249999999999903 8.234515500027406e-17
0.03125000000000008 -2.1467203015212988e-16
0.031249999999999844 -5.403663627667754e-16
0.031249999999999604 -3.8949963046541747e-17
0.031249999999999736 -2.1510571102112408e-16
0.031249999999999816 -9.549652735252323e-16
0.03124999999999952 7.45931094670027e-17
0.031249999999999483 -2.203098814490545e-16
0.031250000000000146 -5.577135975265435e-16
0.03125000000000017 -3.0010716134398763e-16
0.031250000000000236 1.3856103764364747e-16
0.031250000000000375 -1.2108369862318114e-15
0.031249999999999348 1.8209175486894047e-16
0.03124999999999962 4.4735280908906066e-17
0.03125000000000032 -6.158268339717665e-17
0.031249999999999795 -4.553649124439119e-16
0.031249999999999913 6.052558627900329e-17
0.031249999999999986 -2.0014372104082412e-16
0.03124999999999985 -9.315465065995454e-16
0.03124999999999955 -3.9418880486141727e-16
0.031249999999999962 -2.949029909160572e-16
0.031249999999999768 -5.447031714567174e-16
0.031249999999998966 -7.719519468096792e-17
0.03125000000000012 -3.5388358909926865e-16
0.031249999999999563 -3.994133040800818e-16
0.03124999999999934 -2.086479318312573e-16
0.031249999999999875 3.382710778154774e-17
0.031249999999999372 -3.764620993412793e-16
0.03125000000000035 3.209238430557093e-16
0.031249999999999962 -1.682681771697503e-16
0.031249999999999306 -3.903127820947816e-16
0.03124999999999828 -8.540124987396758e-16
0.03125000000000096 4.3107878378023656e-16
0.03125000000000078 -4.753142324176451e-16
0.031250000000000416 -4.432218481120742e-16
0.031250000000000375 -5.84601811404184e-16
0.03125000000000052 1.5525775109992423e-16
0.031249999999999226 5.2909066017292616e-17
0.031250000000001006 6.071532165918825e-16
0.03125000000000125 8.517492267046123e-16
0.03125000000000028 -1.249000902703301e-16
0.031250000000001166 -3.5561831257524545e-17
0.03125000000000095 3.469446951953614e-18
0.031250000000000666 2.1510571102112408e-16
0.03125000000000007 -4.345482307321902e-16
0.03125000000000075 2.96637714392034e-16
0.031249999999999174 7.444809742643277e-16
0.031249999999999653 3.0270924655795284e-16
0.03125000000000016 -5.637851296924623e-17
0.03125000000000032 3.5561831257524545e-16
0.03125000000000053 3.8125969395452763e-16
0.03125000000000017 5.915407053080912e-16
0.031249999999999813 1.0104764247564901e-16
0.03125000000000022 1.7241842685305955e-16
0.0312500000000005 -9.627715291671279e-17
0.031249999999999667 4.969982758673552e-16
0.03124999999999993 -1.0408340855860843e-16
0.031250000000000125 1.0668549377257364e-16
0.031249999999999917 3.962216839348276e-16
0.0312500000000002 4.848552115355176e-16
0.031249999999999466 2.255682619856092e-16
0.031250000000000056 2.8468438544038133e-16
0.03125000000000009 7.676151381197371e-16
0.03125000000000041 -4.484260185400046e-16
0.031249999999999348 1.7444812955291766e-16
